SNo,Name,Symbol,Date,High,Low,Open,Close,Marketcap
35,Dogecoin,DOGE,19/01/2014 23:59,0.000753434,0.000578096,0.000587762,0.000696768,22169606.1
36,Dogecoin,DOGE,20/01/2014 23:59,0.00134123,0.000685143,0.000697112,0.00125309,40786394.22
37,Dogecoin,DOGE,21/01/2014 23:59,0.00233484,0.0012523,0.0012523,0.00181421,60303237.82
38,Dogecoin,DOGE,22/01/2014 23:59,0.00203794,0.00136482,0.00197724,0.00149669,50918549.01
39,Dogecoin,DOGE,23/01/2014 23:59,0.001922,0.00149646,0.00149646,0.00180027,62533457.92
40,Dogecoin,DOGE,24/01/2014 23:59,0.00190821,0.00163113,0.00180112,0.00178544,63302688.47
41,Dogecoin,DOGE,25/01/2014 23:59,0.00190886,0.00174995,0.00178358,0.0018438,66662005.24
42,Dogecoin,DOGE,26/01/2014 23:59,0.00186952,0.00149824,0.00184395,0.0015935,58716636.93
43,Dogecoin,DOGE,27/01/2014 23:59,0.00167514,0.0012188,0.00159228,0.0012188,45786156.09
44,Dogecoin,DOGE,28/01/2014 23:59,0.00140295,0.00122275,0.00122295,0.00135689,51898336.36
45,Dogecoin,DOGE,29/01/2014 23:59,0.00160244,0.00134569,0.00135263,0.00160244,62445845.26
46,Dogecoin,DOGE,30/01/2014 23:59,0.00160291,0.00144387,0.00160248,0.0015234,60519608.81
47,Dogecoin,DOGE,31/01/2014 23:59,0.00156025,0.00150858,0.00152228,0.00156025,63117338.36
48,Dogecoin,DOGE,01/02/2014 23:59,0.00157225,0.00145702,0.00155779,0.00145702,59980168.91
49,Dogecoin,DOGE,02/02/2014 23:59,0.00149642,0.00108907,0.00144925,0.00127932,53548596.06
50,Dogecoin,DOGE,03/02/2014 23:59,0.00136281,0.00122688,0.00127732,0.0012687,54008717.98
51,Dogecoin,DOGE,04/02/2014 23:59,0.00128945,0.00112153,0.00126861,0.00116063,50249778.39
52,Dogecoin,DOGE,05/02/2014 23:59,0.00132649,0.00116169,0.00116326,0.00130246,57322977.6
53,Dogecoin,DOGE,06/02/2014 23:59,0.00137436,0.00127939,0.00130807,0.00130602,58452601.24
54,Dogecoin,DOGE,07/02/2014 23:59,0.00130846,0.00104631,0.00130846,0.00112419,51122747.82
55,Dogecoin,DOGE,08/02/2014 23:59,0.00115757,0.0010583,0.00110496,0.00108135,49953520.57
56,Dogecoin,DOGE,09/02/2014 23:59,0.00129071,0.00105592,0.00107742,0.00129071,60542650.41
57,Dogecoin,DOGE,10/02/2014 23:59,0.00150707,0.00107933,0.00128679,0.001414,67393069.11
58,Dogecoin,DOGE,11/02/2014 23:59,0.00183066,0.00138484,0.00141378,0.00181152,87595382.38
59,Dogecoin,DOGE,12/02/2014 23:59,0.00194449,0.00174678,0.00181653,0.00181778,89214372.41
60,Dogecoin,DOGE,13/02/2014 23:59,0.00186232,0.00157194,0.00181731,0.00157195,78282793.7
61,Dogecoin,DOGE,14/02/2014 23:59,0.00167406,0.00145935,0.00156501,0.00158356,79455162.83
62,Dogecoin,DOGE,15/02/2014 23:59,0.00160546,0.00137001,0.00157474,0.00152232,76915392.1
63,Dogecoin,DOGE,16/02/2014 23:59,0.00152715,0.00136595,0.00151695,0.00141301,71890510.91
64,Dogecoin,DOGE,17/02/2014 23:59,0.00148189,0.00133321,0.00140996,0.00134315,68798157.6
65,Dogecoin,DOGE,18/02/2014 23:59,0.00142597,0.00131027,0.00134619,0.00142597,73586049.01
66,Dogecoin,DOGE,19/02/2014 23:59,0.00142931,0.00134361,0.00142399,0.00134361,69808197.69
67,Dogecoin,DOGE,20/02/2014 23:59,0.00135768,0.00121164,0.00134474,0.00121164,63379542.99
68,Dogecoin,DOGE,21/02/2014 23:59,0.00126612,0.00113008,0.00121237,0.00120812,63633878.91
69,Dogecoin,DOGE,22/02/2014 23:59,0.00129021,0.00119277,0.00120784,0.00127842,67806905.89
70,Dogecoin,DOGE,23/02/2014 23:59,0.00129905,0.00117311,0.0012798,0.00118508,63278066.6
71,Dogecoin,DOGE,24/02/2014 23:59,0.00120159,0.00105829,0.00117617,0.00107523,57786061.19
72,Dogecoin,DOGE,25/02/2014 23:59,0.00108205,0.000822742,0.00105119,0.000989427,53533217.28
73,Dogecoin,DOGE,26/02/2014 23:59,0.00119634,0.000983745,0.000985512,0.00118602,64611273.88
74,Dogecoin,DOGE,27/02/2014 23:59,0.00121875,0.00112159,0.00119258,0.00115917,63563005.42
75,Dogecoin,DOGE,28/02/2014 23:59,0.00116271,0.00106625,0.00116258,0.00107146,59135338.43
76,Dogecoin,DOGE,01/03/2014 23:59,0.00108936,0.00104122,0.00107212,0.00105674,58696774.73
77,Dogecoin,DOGE,02/03/2014 23:59,0.00105917,0.000953221,0.00105751,0.000953221,53288517.34
78,Dogecoin,DOGE,03/03/2014 23:59,0.00111784,0.000906868,0.000956037,0.00109953,61867089.91
79,Dogecoin,DOGE,04/03/2014 23:59,0.00110602,0.00101147,0.00109902,0.001044,59105822.74
80,Dogecoin,DOGE,05/03/2014 23:59,0.00143294,0.00100855,0.001042,0.00105922,60342698.69
81,Dogecoin,DOGE,06/03/2014 23:59,0.00107251,0.00100017,0.00105802,0.00101163,57982808.58
82,Dogecoin,DOGE,07/03/2014 23:59,0.00102124,0.000921479,0.00101114,0.00092756,53493574.97
83,Dogecoin,DOGE,08/03/2014 23:59,0.000936112,0.000833412,0.000927365,0.000833412,48362630.49
84,Dogecoin,DOGE,09/03/2014 23:59,0.000882444,0.000820716,0.000831152,0.000871194,50869813.08
85,Dogecoin,DOGE,10/03/2014 23:59,0.000883877,0.000778209,0.00087076,0.000778392,45723953.45
86,Dogecoin,DOGE,11/03/2014 23:59,0.00080338,0.000664615,0.000779829,0.000766995,45320158.93
87,Dogecoin,DOGE,12/03/2014 23:59,0.000969989,0.000746726,0.000765729,0.000906474,53890131.2
88,Dogecoin,DOGE,13/03/2014 23:59,0.000928748,0.000848876,0.000906341,0.000868255,51940375.52
89,Dogecoin,DOGE,14/03/2014 23:59,0.000890396,0.000855566,0.000868418,0.000866632,52133751.99
90,Dogecoin,DOGE,15/03/2014 23:59,0.000872809,0.000835207,0.000866976,0.000840224,50835717.39
91,Dogecoin,DOGE,16/03/2014 23:59,0.000848376,0.000819238,0.000840543,0.00082634,50285347.72
92,Dogecoin,DOGE,17/03/2014 23:59,0.00082225,0.00075702,0.00082225,0.000779188,47686729.28
93,Dogecoin,DOGE,18/03/2014 23:59,0.00077928,0.000757366,0.00077928,0.000766797,47182779.34
94,Dogecoin,DOGE,19/03/2014 23:59,0.000808457,0.000765906,0.000765906,0.000772491,47792893.42
95,Dogecoin,DOGE,20/03/2014 23:59,0.000773767,0.000721424,0.000772311,0.000723256,44990170.35
96,Dogecoin,DOGE,21/03/2014 23:59,0.000749695,0.000643126,0.000723213,0.000689305,43105372
97,Dogecoin,DOGE,22/03/2014 23:59,0.000703915,0.00067991,0.000689106,0.000685832,43119659.35
98,Dogecoin,DOGE,23/03/2014 23:59,0.000744595,0.000671571,0.000686231,0.000743821,47012121.06
99,Dogecoin,DOGE,24/03/2014 23:59,0.000759375,0.000699837,0.000746237,0.000743009,47208407.95
100,Dogecoin,DOGE,25/03/2014 23:59,0.00074779,0.000644255,0.000745885,0.000652646,41685016.71
101,Dogecoin,DOGE,26/03/2014 23:59,0.000658506,0.000637344,0.000652806,0.000639498,41056918.56
102,Dogecoin,DOGE,27/03/2014 23:59,0.000640108,0.000466858,0.000638622,0.000466858,30126366.76
103,Dogecoin,DOGE,28/03/2014 23:59,0.00056399,0.000443239,0.000453207,0.000518698,33639142.74
104,Dogecoin,DOGE,29/03/2014 23:59,0.000626798,0.000520796,0.000524929,0.000587843,38323567.09
105,Dogecoin,DOGE,30/03/2014 23:59,0.000588433,0.000520311,0.000588433,0.000530117,34736734.04
106,Dogecoin,DOGE,31/03/2014 23:59,0.000571151,0.00049599,0.000531291,0.000505151,33267623.59
107,Dogecoin,DOGE,01/04/2014 23:59,0.00055431,0.000502429,0.000506255,0.000537045,35541929.43
108,Dogecoin,DOGE,02/04/2014 23:59,0.000547197,0.000421285,0.000535663,0.00042937,28556987.22
109,Dogecoin,DOGE,03/04/2014 23:59,0.000449278,0.000385359,0.000429057,0.000448097,29951046.9
110,Dogecoin,DOGE,04/04/2014 23:59,0.000485666,0.000430615,0.00045006,0.000446296,29974150.86
111,Dogecoin,DOGE,05/04/2014 23:59,0.00047044,0.000436243,0.000446654,0.00047044,31746604.64
112,Dogecoin,DOGE,06/04/2014 23:59,0.000479934,0.000452753,0.000467354,0.000459939,31183539.46
113,Dogecoin,DOGE,07/04/2014 23:59,0.000470781,0.000448984,0.000461528,0.000457723,31181254.33
114,Dogecoin,DOGE,08/04/2014 23:59,0.000463625,0.000442828,0.000455956,0.000450854,30860749.87
115,Dogecoin,DOGE,09/04/2014 23:59,0.000456905,0.000437063,0.000450348,0.000441359,30351833.99
116,Dogecoin,DOGE,10/04/2014 23:59,0.000445415,0.000347191,0.000441158,0.000347191,23987961.21
117,Dogecoin,DOGE,11/04/2014 23:59,0.000440128,0.000340776,0.000347352,0.000440128,30552383.83
118,Dogecoin,DOGE,12/04/2014 23:59,0.000448441,0.000417353,0.000441219,0.000420113,29299432.28
119,Dogecoin,DOGE,13/04/2014 23:59,0.000425543,0.000376062,0.000420323,0.000389302,27278892.49
120,Dogecoin,DOGE,14/04/2014 23:59,0.000465309,0.000384196,0.000388109,0.000461381,32477779.15
121,Dogecoin,DOGE,15/04/2014 23:59,0.000587827,0.000456922,0.000460642,0.000587436,41542470.56
122,Dogecoin,DOGE,16/04/2014 23:59,0.000803104,0.000589891,0.000592475,0.000707734,50283290.69
123,Dogecoin,DOGE,17/04/2014 23:59,0.000747196,0.000617369,0.000709518,0.000643431,45929096.22
124,Dogecoin,DOGE,18/04/2014 23:59,0.000653977,0.000593957,0.000643775,0.000616906,44239278.8
125,Dogecoin,DOGE,19/04/2014 23:59,0.0006515,0.000602336,0.000613381,0.000646296,46564361.34
126,Dogecoin,DOGE,20/04/2014 23:59,0.000664208,0.000625948,0.000646386,0.000628508,45497406.19
127,Dogecoin,DOGE,21/04/2014 23:59,0.000646392,0.000613814,0.000629074,0.000621414,45192977.23
128,Dogecoin,DOGE,22/04/2014 23:59,0.000625756,0.000588024,0.00062143,0.000588024,42961351.22
129,Dogecoin,DOGE,23/04/2014 23:59,0.000591028,0.000550644,0.000587969,0.00056961,41808109.74
130,Dogecoin,DOGE,24/04/2014 23:59,0.000588737,0.000551072,0.000567873,0.00058558,43173805.34
131,Dogecoin,DOGE,25/04/2014 23:59,0.000588199,0.000446457,0.000586744,0.000476232,35272015.03
132,Dogecoin,DOGE,26/04/2014 23:59,0.000483881,0.000460542,0.000476475,0.000471725,35093997.23
133,Dogecoin,DOGE,27/04/2014 23:59,0.000474315,0.000437452,0.000470587,0.000439976,32876233.08
134,Dogecoin,DOGE,28/04/2014 23:59,0.000500368,0.000428659,0.000436546,0.000480505,36034287.31
135,Dogecoin,DOGE,29/04/2014 23:59,0.00050301,0.000478335,0.000482512,0.000494784,37188481.47
136,Dogecoin,DOGE,30/04/2014 23:59,0.000518556,0.000470554,0.000495391,0.000501116,37748839.87
137,Dogecoin,DOGE,01/05/2014 23:59,0.000511672,0.000496873,0.000501158,0.000504464,38085603.81
138,Dogecoin,DOGE,02/05/2014 23:59,0.000504999,0.0004779,0.000503503,0.000482175,36481503.32
139,Dogecoin,DOGE,03/05/2014 23:59,0.000482582,0.000457105,0.000482348,0.000462244,35050656.88
140,Dogecoin,DOGE,04/05/2014 23:59,0.000473307,0.000451874,0.000462694,0.000468208,35579321.35
141,Dogecoin,DOGE,05/05/2014 23:59,0.000469919,0.000421335,0.000467577,0.000454225,34591070.82
142,Dogecoin,DOGE,06/05/2014 23:59,0.000467284,0.000443163,0.000453575,0.000456514,34843339.05
143,Dogecoin,DOGE,07/05/2014 23:59,0.000479782,0.000456965,0.00045719,0.000472683,36156075.61
144,Dogecoin,DOGE,08/05/2014 23:59,0.000479099,0.000466655,0.000471895,0.000470633,36077040.36
145,Dogecoin,DOGE,09/05/2014 23:59,0.000496573,0.000467579,0.000470626,0.000493847,37938150.2
146,Dogecoin,DOGE,10/05/2014 23:59,0.000500041,0.00047202,0.000494674,0.000478103,36809591.14
147,Dogecoin,DOGE,11/05/2014 23:59,0.000479056,0.000450704,0.000477974,0.00045618,35195734.69
148,Dogecoin,DOGE,12/05/2014 23:59,0.000460488,0.000451846,0.00045727,0.00045364,35073822.44
149,Dogecoin,DOGE,13/05/2014 23:59,0.000485666,0.000448211,0.000453343,0.000449371,34818973.87
150,Dogecoin,DOGE,14/05/2014 23:59,0.000459025,0.000448976,0.000448976,0.000456032,35409144.79
151,Dogecoin,DOGE,15/05/2014 23:59,0.000461961,0.000448971,0.000456085,0.000454759,35383914.82
152,Dogecoin,DOGE,16/05/2014 23:59,0.000455026,0.000446435,0.000451549,0.000450691,35142037.72
153,Dogecoin,DOGE,17/05/2014 23:59,0.000454501,0.000448635,0.000451833,0.000452838,35383996.32
154,Dogecoin,DOGE,18/05/2014 23:59,0.000454959,0.000445952,0.000452351,0.000448593,35125193.99
155,Dogecoin,DOGE,19/05/2014 23:59,0.000450739,0.000441537,0.00044848,0.000443962,34833346.83
156,Dogecoin,DOGE,20/05/2014 23:59,0.0004734,0.000443149,0.000444001,0.000465552,36598879.96
157,Dogecoin,DOGE,21/05/2014 23:59,0.000470655,0.00045399,0.000466428,0.000456211,35936515.9
158,Dogecoin,DOGE,22/05/2014 23:59,0.000461077,0.000421978,0.000456569,0.000422037,33310883.37
159,Dogecoin,DOGE,23/05/2014 23:59,0.000443212,0.000392416,0.000422533,0.000413028,32665535.2
160,Dogecoin,DOGE,24/05/2014 23:59,0.00042921,0.000411116,0.000412346,0.000426526,33798589.14
161,Dogecoin,DOGE,25/05/2014 23:59,0.00044283,0.000405277,0.00042657,0.000425143,33755003.54
162,Dogecoin,DOGE,26/05/2014 23:59,0.000429586,0.000398379,0.000426432,0.00040321,32078558.32
163,Dogecoin,DOGE,27/05/2014 23:59,0.000410897,0.000393696,0.000402985,0.000397291,31669882.95
164,Dogecoin,DOGE,28/05/2014 23:59,0.000422157,0.000393574,0.000396921,0.000398705,31844196.46
165,Dogecoin,DOGE,29/05/2014 23:59,0.000398905,0.000388325,0.000398905,0.000389961,31206562.71
166,Dogecoin,DOGE,30/05/2014 23:59,0.000392122,0.000341294,0.000390333,0.000346749,27802926.63
167,Dogecoin,DOGE,31/05/2014 23:59,0.000362235,0.000334255,0.000346378,0.000339007,27234153.58
168,Dogecoin,DOGE,01/06/2014 23:59,0.000431356,0.00033546,0.000339399,0.000402655,32411546.64
169,Dogecoin,DOGE,02/06/2014 23:59,0.000416468,0.000391692,0.000402601,0.000395397,31889394.16
170,Dogecoin,DOGE,03/06/2014 23:59,0.000406496,0.000381585,0.000394727,0.000386197,31208320.29
171,Dogecoin,DOGE,04/06/2014 23:59,0.000385577,0.000352843,0.000383505,0.000362029,29311663.6
172,Dogecoin,DOGE,05/06/2014 23:59,0.000368173,0.000356699,0.000361986,0.0003603,29228510.76
173,Dogecoin,DOGE,06/06/2014 23:59,0.000365337,0.000352327,0.000359361,0.000362069,29429677.21
174,Dogecoin,DOGE,07/06/2014 23:59,0.000374885,0.000360199,0.000361498,0.000366801,29872119.44
175,Dogecoin,DOGE,08/06/2014 23:59,0.000368683,0.000358329,0.000366239,0.00035966,29346442.53
176,Dogecoin,DOGE,09/06/2014 23:59,0.000364004,0.000356917,0.00035957,0.000362155,29604752.99
177,Dogecoin,DOGE,10/06/2014 23:59,0.000383146,0.000361466,0.000362907,0.000382433,31324017.78
178,Dogecoin,DOGE,11/06/2014 23:59,0.000434554,0.000380139,0.000382931,0.000420343,34495482.06
179,Dogecoin,DOGE,12/06/2014 23:59,0.000424043,0.000374997,0.000419195,0.000382005,31410916.76
180,Dogecoin,DOGE,13/06/2014 23:59,0.000406462,0.000381441,0.000381717,0.000391543,32255834.06
181,Dogecoin,DOGE,14/06/2014 23:59,0.000395084,0.000369346,0.000392141,0.000376361,31062892.73
182,Dogecoin,DOGE,15/06/2014 23:59,0.000380912,0.000364204,0.00037605,0.000373612,30894939.95
183,Dogecoin,DOGE,16/06/2014 23:59,0.000378412,0.000360295,0.000373901,0.000365099,30249348.25
184,Dogecoin,DOGE,17/06/2014 23:59,0.000366553,0.000357634,0.000365032,0.000363346,30163561.12
185,Dogecoin,DOGE,18/06/2014 23:59,0.000363707,0.000351465,0.000362312,0.000358417,29810960.37
186,Dogecoin,DOGE,19/06/2014 23:59,0.000362902,0.000355118,0.00035834,0.000358938,29911946.82
187,Dogecoin,DOGE,20/06/2014 23:59,0.000358727,0.000350368,0.000357095,0.000352784,29457140.05
188,Dogecoin,DOGE,21/06/2014 23:59,0.000354015,0.000345073,0.000352789,0.000346962,29026652.35
189,Dogecoin,DOGE,22/06/2014 23:59,0.000352654,0.000336392,0.000347155,0.000342137,28678378.53
190,Dogecoin,DOGE,23/06/2014 23:59,0.000343263,0.000322141,0.000339314,0.000326166,27392179.93
191,Dogecoin,DOGE,24/06/2014 23:59,0.00032715,0.000304312,0.000325864,0.000310514,26128265.53
192,Dogecoin,DOGE,25/06/2014 23:59,0.00031041,0.000264156,0.00031041,0.000269155,22692211
193,Dogecoin,DOGE,26/06/2014 23:59,0.000295811,0.000259603,0.000265211,0.000295624,24971901.03
194,Dogecoin,DOGE,27/06/2014 23:59,0.000298264,0.000287373,0.000290646,0.000293621,24848472.82
195,Dogecoin,DOGE,28/06/2014 23:59,0.000291799,0.00027496,0.000291799,0.000276278,23425840.67
196,Dogecoin,DOGE,29/06/2014 23:59,0.000278605,0.00026768,0.000275382,0.000270505,22979319.87
197,Dogecoin,DOGE,30/06/2014 23:59,0.000281254,0.000263532,0.000269117,0.00026661,22691565.22
198,Dogecoin,DOGE,01/07/2014 23:59,0.000268162,0.000256528,0.00026746,0.000258783,22067709.94
199,Dogecoin,DOGE,02/07/2014 23:59,0.000259871,0.000223349,0.000257372,0.000223349,19082286.28
200,Dogecoin,DOGE,03/07/2014 23:59,0.00022614,0.000207461,0.000225035,0.000219476,18786806.24
201,Dogecoin,DOGE,04/07/2014 23:59,0.00024496,0.000217439,0.000218952,0.000234499,20109656.44
202,Dogecoin,DOGE,05/07/2014 23:59,0.00023642,0.000213602,0.0002331,0.00022275,19137945.99
203,Dogecoin,DOGE,06/07/2014 23:59,0.000235051,0.000217497,0.000223669,0.000226262,19475972.17
204,Dogecoin,DOGE,07/07/2014 23:59,0.00023162,0.000219211,0.000225943,0.00022271,19204274.09
205,Dogecoin,DOGE,08/07/2014 23:59,0.000262396,0.000223679,0.000224214,0.000262396,22667592.32
206,Dogecoin,DOGE,09/07/2014 23:59,0.000287121,0.000252762,0.000261147,0.000274908,23792520.47
207,Dogecoin,DOGE,10/07/2014 23:59,0.000284071,0.000250555,0.000274251,0.000263412,22838236.67
208,Dogecoin,DOGE,11/07/2014 23:59,0.000275077,0.000260693,0.000263824,0.00027293,23705424.6
209,Dogecoin,DOGE,12/07/2014 23:59,0.000275117,0.000266486,0.000273359,0.000272664,23723766.71
210,Dogecoin,DOGE,13/07/2014 23:59,0.000274433,0.000266072,0.000274433,0.000270321,23560761.07
211,Dogecoin,DOGE,14/07/2014 23:59,0.000272988,0.000254556,0.000270026,0.000258137,22537801.94
212,Dogecoin,DOGE,15/07/2014 23:59,0.000259071,0.000251221,0.000255978,0.000254331,22240852.53
213,Dogecoin,DOGE,16/07/2014 23:59,0.000254878,0.0002304,0.000253889,0.000233644,20450952.24
214,Dogecoin,DOGE,17/07/2014 23:59,0.000262342,0.000232883,0.000233624,0.000260826,22850367.42
215,Dogecoin,DOGE,18/07/2014 23:59,0.000260621,0.000246649,0.000259853,0.000247225,21678731.49
216,Dogecoin,DOGE,19/07/2014 23:59,0.000250529,0.000241943,0.00024733,0.000244593,21467091.41
217,Dogecoin,DOGE,20/07/2014 23:59,0.000246179,0.000234488,0.000245155,0.000240383,21117049.97
218,Dogecoin,DOGE,21/07/2014 23:59,0.00024097,0.000233112,0.000240392,0.000236786,20820064.25
219,Dogecoin,DOGE,22/07/2014 23:59,0.000237056,0.000214647,0.00023563,0.000220429,19399065.69
220,Dogecoin,DOGE,23/07/2014 23:59,0.000225794,0.000217955,0.00022053,0.000224901,19810084.97
221,Dogecoin,DOGE,24/07/2014 23:59,0.000227864,0.000215347,0.000224484,0.000217166,19146660.81
222,Dogecoin,DOGE,25/07/2014 23:59,0.000221351,0.000211273,0.000217169,0.000213188,18812726.64
223,Dogecoin,DOGE,26/07/2014 23:59,0.000216277,0.000206802,0.000213905,0.000208237,18391873.96
224,Dogecoin,DOGE,27/07/2014 23:59,0.000220037,0.000206209,0.000208068,0.000216931,19176772.15
225,Dogecoin,DOGE,28/07/2014 23:59,0.000219647,0.000202083,0.000217414,0.000202522,17918023.83
226,Dogecoin,DOGE,29/07/2014 23:59,0.000211902,0.000202249,0.000203583,0.000209442,18546590.46
227,Dogecoin,DOGE,30/07/2014 23:59,0.000209682,0.000201625,0.000208973,0.000203117,18000752.84
228,Dogecoin,DOGE,31/07/2014 23:59,0.000210691,0.000200236,0.000201921,0.000209311,18565327.11
229,Dogecoin,DOGE,01/08/2014 23:59,0.000214172,0.000207315,0.000209266,0.000210898,18721313.97
230,Dogecoin,DOGE,02/08/2014 23:59,0.000212197,0.000206968,0.000210369,0.000207396,18426466.53
231,Dogecoin,DOGE,03/08/2014 23:59,0.00020966,0.000202828,0.000209266,0.000202828,18035611.04
232,Dogecoin,DOGE,04/08/2014 23:59,0.000207491,0.000198392,0.000202706,0.000201432,17926585.12
233,Dogecoin,DOGE,05/08/2014 23:59,0.000203072,0.000185793,0.000201006,0.000188542,16794301.59
234,Dogecoin,DOGE,06/08/2014 23:59,0.000191621,0.00017686,0.000188661,0.000178056,15874075.89
235,Dogecoin,DOGE,07/08/2014 23:59,0.000182727,0.000165188,0.000178117,0.000175987,15702929.1
236,Dogecoin,DOGE,08/08/2014 23:59,0.00018266,0.000168717,0.000175171,0.000170441,15221249.06
237,Dogecoin,DOGE,09/08/2014 23:59,0.00017049,0.000165977,0.000169757,0.00016737,14959796.93
238,Dogecoin,DOGE,10/08/2014 23:59,0.0001697,0.000156309,0.000167195,0.000159546,14272391.45
239,Dogecoin,DOGE,11/08/2014 23:59,0.000166168,0.000143307,0.000159579,0.000143891,12882862.15
240,Dogecoin,DOGE,12/08/2014 23:59,0.000149081,0.000136806,0.000144333,0.000148549,13311034.52
241,Dogecoin,DOGE,13/08/2014 23:59,0.000151299,0.000135757,0.000147938,0.000141922,12727977.07
242,Dogecoin,DOGE,14/08/2014 23:59,0.000148166,0.000138029,0.00014204,0.000145649,13073130.72
243,Dogecoin,DOGE,15/08/2014 23:59,0.000147148,0.000116639,0.000145512,0.000120475,10822882.62
244,Dogecoin,DOGE,16/08/2014 23:59,0.000134992,0.000115648,0.000120508,0.000134768,12117011.6
245,Dogecoin,DOGE,17/08/2014 23:59,0.000136914,0.000123432,0.000134698,0.000125626,11304365.01
246,Dogecoin,DOGE,18/08/2014 23:59,0.000127557,0.000103495,0.000125909,0.000107487,9680275.595
247,Dogecoin,DOGE,19/08/2014 23:59,0.00011748,0.000105117,0.00010683,0.000114474,10318167.37
248,Dogecoin,DOGE,20/08/2014 23:59,0.000131889,0.00011353,0.000114251,0.000130347,11758802.14
249,Dogecoin,DOGE,21/08/2014 23:59,0.000139821,0.000128235,0.000130982,0.000131888,11908057.23
250,Dogecoin,DOGE,22/08/2014 23:59,0.000132138,0.000120255,0.000131986,0.000125203,11314122.63
251,Dogecoin,DOGE,23/08/2014 23:59,0.000126469,0.000118736,0.000124671,0.000120446,10893810.89
252,Dogecoin,DOGE,24/08/2014 23:59,0.000126494,0.000119557,0.000120335,0.000126261,11429908.18
253,Dogecoin,DOGE,25/08/2014 23:59,0.000126304,0.000111513,0.000126278,0.000112669,10208034.07
